su_id,UniqueID1,ParentUniqueID1,UniqueID1_recruiter
22226570,3002602,3000094,
22226570,3002603,3000094,
22226614,3002604,3002604,3000031
22226614,3002605,3002604,
22226614,3002606,3002604,
22226614,3002607,3002604,
22226614,3002608,3002604,
22226614,3002609,3002604,
22226614,3002610,3002604,
22226634,3002611,3000291,
22226634,3002612,3000291,
22226634,3002613,3000291,
22226634,3002614,3000291,
22226634,3002615,3000291,
22226634,3002616,3000291,
22226687,3002617,3002617,3001323
22226687,3002618,3002617,
22226687,3002619,3002617,
22226687,3002620,3002617,
22226687,3002621,3002617,
22226708,3002622,3000244,
22226708,3002623,3000244,
22226708,3002624,3000244,
22226715,3002625,3000222,
22226715,3002626,3000222,
22226715,3002627,3000222,
22226715,3002628,3000222,
22226746,3002629,3002629,3000203
22226746,3002630,3002629,
22226746,3002631,3002629,
22226746,3002632,3002629,
22226746,3002633,3002629,
22226746,3002634,3002629,
22226767,3002635,3002635,3000022
22226767,3002636,3002635,
22226767,3002637,3002635,
22226767,3002638,3002635,
22226767,3002639,3002635,
22226767,3002640,3002635,
22226767,3002641,3002635,
22226809,3002642,3000213,
22226830,3002643,3002643,3000220
22226830,3002644,3002643,
22226830,3002645,3002643,
22226830,3002646,3002643,
22226830,3002647,3002643,
22226830,3002648,3002643,
22226830,3002649,3002643,
22226839,3002650,3002650,3000041
22226839,3002651,3002650,
22226839,3002652,3002650,
22226839,3002653,3002650,
22226839,3002654,3002650,
22226851,3002655,3002655,3000210
22226851,3002656,3002655,
22226851,3002657,3002655,
22226854,3002658,3000098,
22226854,3002659,3000098,
22226855,3002660,3002660,3002152
22226855,3002661,3002660,
22226855,3002662,3002660,
22226855,3002663,3002660,
22226855,3002664,3002660,
22226855,3002665,3002660,
22226855,3002666,3002660,
22226855,3002667,3002660,
22226855,3002668,3002660,
22226905,3002669,3002669,3002158
22226905,3002670,3002669,
22226905,3002671,3002669,
22226905,3002672,3002669,
22226908,3002673,3002673,3000570
22226908,3002674,3002673,
22226908,3002675,3002673,
22226908,3002676,3002673,
22226908,3002677,3002673,
22226908,3002678,3002673,
22226908,3002679,3002673,
22226910,3002680,3002680,3000570
22226910,3002681,3002680,
22226910,3002682,3002680,
22226910,3002683,3002680,
22226914,3002684,3002684,3000259
22226914,3002685,3002684,
22226914,3002686,3002684,
22226915,3002687,3002687,3000259
22226915,3002688,3002687,
22226915,3002689,3002687,
22226915,3002690,3002687,
22226915,3002691,3002687,
22226916,3002692,3002692,3000259
22226916,3002693,3002692,
22226916,3002694,3002692,
22226916,3002695,3002692,
22226916,3002696,3002692,
22226916,3002697,3002692,
22226923,3002698,3002698,3002184
22226923,3002699,3002698,
22226923,3002700,3002698,
22226956,3002701,3000278,
22226956,3002702,3000278,
22226957,3002703,3002703,3001764
22226957,3002704,3002703,
22226957,3002705,3002703,
22226958,3002706,3000292,
22227009,3002707,3002707,3000116
22227009,3002708,3002707,
22227009,3002709,3002707,
22227009,3002710,3002707,
22227009,3002711,3002707,
22227009,3002712,3002707,
22227037,3002713,3002713,3000115
22227037,3002714,3002713,
22227037,3002715,3002713,
22227037,3002716,3002713,
22227055,3002717,3000088,
22227055,3002718,3000088,
22227056,3002719,3002719,3000087
22227056,3002720,3002719,
22227056,3002721,3002719,
22227056,3002722,3002719,
22227057,3002723,3000296,
22227057,3002724,3000296,
22227057,3002725,3000296,
22227058,3002726,3002726,3000087
22227058,3002727,3002726,
22227058,3002728,3002726,
22227058,3002729,3002726,
22227073,3002730,3002730,3000127
22227073,3002731,3002730,
22227115,3002732,3000241,
22227115,3002733,3000241,
22227115,3002734,3000241,
22227115,3002735,3000241,
22227121,3002736,3002736,3002730
22227121,3002737,3002736,
22227121,3002738,3002736,
22227121,3002739,3002736,
22227121,3002740,3002736,
22227121,3002741,3002736,
22227121,3002742,3002736,
22227121,3002743,3002736,
22227122,3002744,3002744,3002730
22227122,3002745,3002744,
22227123,3002746,3000157,
22227123,3002747,3000157,
22227123,3002748,3000157,
22227123,3002749,3000157,
22227123,3002750,3000157,
22227123,3002751,3000157,
22227124,3002752,3000298,
22227124,3002753,3000298,
22227124,3002754,3000298,
22227125,3002755,3002755,3002730
22227125,3002756,3002755,
22227125,3002757,3002755,
22227125,3002758,3002755,
22227125,3002759,3002755,
22227125,3002760,3002755,
22227126,3002761,3002761,3002730
22227126,3002762,3002761,
22227126,3002763,3002761,
22227126,3002764,3002761,
22227127,3002765,3002765,3002312
22227127,3002766,3002765,
22227127,3002767,3002765,
22227127,3002768,3002765,
22227127,3002769,3002765,
22227135,3002770,3002770,3002719
22227135,3002771,3002770,
22227135,3002772,3002770,
22227135,3002773,3002770,
22227135,3002774,3002770,
22227139,3002775,3002775,3002522
22227139,3002776,3002775,
22227139,3002777,3002775,
22227139,3002778,3002775,
22227139,3002779,3002775,
22227139,3002780,3002775,
22227139,3002781,3002775,
22227139,3002782,3002775,
22227141,3002783,3000282,
22227141,3002784,3000282,
22227141,3002785,3000282,
22227151,3002786,3002786,3000157
22227151,3002787,3002786,
22227151,3002788,3002786,
22227151,3002789,3002786,
22227153,3002790,3002790,3000157
22227153,3002791,3002790,
22227153,3002792,3002790,
22227159,3002793,3000029,
22227159,3002794,3000029,
22227159,3002795,3000029,
22227159,3002796,3000029,
22227159,3002797,3000029,
22227176,3002798,3000106,
22227176,3002799,3000106,
22227176,3002800,3000106,
22227176,3002801,3000106,
22227176,3002802,3000106,
22227176,3002803,3000106,
22227176,3002804,3000106,
22227176,3002805,3000106,
22227176,3002806,3000106,
22227211,3002807,3002807,3001125
22227211,3002808,3002807,
22227211,3002809,3002807,
22227211,3002810,3002807,
22227211,3002811,3002807,
22227211,3002812,3002807,
22227211,3002813,3002807,
22227211,3002814,3002807,
22227211,3002815,3002807,
22227217,3002816,3002816,3000298
22227217,3002817,3002816,
22227217,3002818,3002816,
22227217,3002819,3002816,
22227217,3002820,3002816,
22227217,3002821,3002816,
22227217,3002822,3002816,
22227219,3002823,3002823,3000298
22227219,3002824,3002823,
22227219,3002825,3002823,
22227220,3002826,3002826,3000298
22227220,3002827,3002826,
22227222,3002828,3002828,3000298
22227222,3002829,3002828,
22227222,3002830,3002828,
22227222,3002831,3002828,
22227222,3002832,3002828,
22227222,3002833,3002828,
22227222,3002834,3002828,
22227265,3002835,3002835,3001466
22227265,3002836,3002835,
22227265,3002837,3002835,
22227265,3002838,3002835,
22227265,3002839,3002835,
22227265,3002840,3002835,
22227265,3002841,3002835,
22227266,3002842,3002842,3001466
22227266,3002843,3002842,
22227266,3002844,3002842,
22227266,3002845,3002842,
22227266,3002846,3002842,
22227266,3002847,3002842,
22227269,3002848,3002848,3001466
22227269,3002849,3002848,
22227269,3002850,3002848,
22227269,3002851,3002848,
22227269,3002852,3002848,
22227269,3002853,3002848,
22227270,3002854,3002854,3001466
22227270,3002855,3002854,
22227270,3002856,3002854,
22227270,3002857,3002854,
22227270,3002858,3002854,
22227270,3002859,3002854,
22227270,3002860,3002854,
22227289,3002861,3002861,3002790
22227289,3002862,3002861,
22227289,3002863,3002861,
22227289,3002864,3002861,
22227289,3002865,3002861,
22227289,3002866,3002861,
22227289,3002867,3002861,
22227289,3002868,3002861,
22227290,3002869,3002869,3002790
22227290,3002870,3002869,
22227290,3002871,3002869,
22227290,3002872,3002869,
22227290,3002873,3002869,
22227292,3002874,3000300,
22227292,3002875,3000300,
22227292,3002876,3000300,
22227292,3002877,3000300,
22227293,3002878,3002878,3002790
22227293,3002879,3002878,
22227293,3002880,3002878,
22227293,3002881,3002878,
22227295,3002882,3002882,3002786
22227295,3002883,3002882,
22227295,3002884,3002882,
22227295,3002885,3002882,
22227295,3002886,3002882,
22227295,3002887,3002882,
22227295,3002888,3002882,
22227295,3002889,3002882,
22227295,3002890,3002882,
22227297,3002891,3002891,3002786
22227297,3002892,3002891,
22227297,3002893,3002891,
22227297,3002894,3002891,
22227299,3002895,3002895,3002786
22227299,3002896,3002895,
22227299,3002897,3002895,
22227307,3002898,3002898,3002765
22227307,3002899,3002898,
22227307,3002900,3002898,
22227307,3002901,3002898,
22227309,3002902,3002902,3002765
22227309,3002903,3002902,
22227309,3002904,3002902,
22227310,3002905,3002905,3002765
22227310,3002906,3002905,
22227310,3002907,3002905,
22227343,3002908,3002908,3002891
22227343,3002909,3002908,
22227343,3002910,3002908,
22227343,3002911,3002908,
22227385,3002912,3002912,3002807
22227385,3002913,3002912,
22227385,3002914,3002912,
22227385,3002915,3002912,
22227385,3002916,3002912,
22227385,3002917,3002912,
22227385,3002918,3002912,
22227385,3002919,3002912,
22227385,3002920,3002912,
22227385,3002921,3002912,
22227386,3002922,3000305,
22227386,3002923,3000305,
22227386,3002924,3000305,
22227386,3002925,3000305,
22227386,3002926,3000305,
22227386,3002927,3000305,
22227387,3002928,3002928,3002807
22227387,3002929,3002928,
22227387,3002930,3002928,
22227387,3002931,3002928,
22227387,3002932,3002928,
22227387,3002933,3002928,
22227387,3002934,3002928,
22227388,3002935,3002935,3002807
22227388,3002936,3002935,
22227388,3002937,3002935,
22227388,3002938,3002935,
22227388,3002939,3002935,
22227389,3002940,3000307,
22227391,3002941,3000303,
22227391,3002942,3000303,
22227391,3002943,3000303,
22227392,3002944,3002944,3002895
22227392,3002945,3002944,
22227392,3002946,3002944,
22227453,3002947,3000306,
22227453,3002948,3000306,
22227453,3002949,3000306,
22227453,3002950,3000306,
22227457,3002951,3002951,3002912
22227457,3002952,3002951,
22227457,3002953,3002951,
22227457,3002954,3002951,
22227457,3002955,3002951,
22227457,3002956,3002951,
22227457,3002957,3002951,
22227457,3002958,3002951,
22227458,3002959,3002959,3002912
22227458,3002960,3002959,
22227458,3002961,3002959,
22227458,3002962,3002959,
22227458,3002963,3002959,
22227458,3002964,3002959,
22227458,3002965,3002959,
22227458,3002966,3002959,
22227458,3002967,3002959,
22227459,3002968,3002968,3002912
22227459,3002969,3002968,
22227459,3002970,3002968,
22227481,3002971,3000310,
22227481,3002972,3000310,
22227481,3002973,3000310,
22227481,3002974,3000310,
22227481,3002975,3000310,
22227483,3002976,3002976,3000279
22227483,3002977,3002976,
22227483,3002978,3002976,
22227511,3002979,3000237,
22227511,3002980,3000237,
22227511,3002981,3000237,
22227511,3002982,3000237,
22227511,3002983,3000237,
22227524,3002984,3002984,3000306
22227524,3002985,3002984,
22227524,3002986,3002984,
22227524,3002987,3002984,
22227524,3002988,3002984,
22227543,3002989,3000311,
22227543,3002990,3000311,
22227543,3002991,3000311,
22227543,3002992,3000311,
22227543,3002993,3000311,
22227561,3002994,3002994,3000310
22227573,3002995,3002995,3002944
22227573,3002996,3002995,
22227573,3002997,3002995,
22227589,3002998,3000315,
22227589,3002999,3000315,
22227589,3003000,3000315,
22227589,3003001,3000315,
22227589,3003002,3000315,
22227607,3003003,3003003,3002050
22227607,3003004,3003003,
22227607,3003005,3003003,
22227607,3003006,3003003,
22227607,3003007,3003003,
22227607,3003008,3003003,
22227607,3003009,3003003,
22227609,3003010,3003010,3002050
22227609,3003011,3003010,
22227609,3003012,3003010,
22227609,3003013,3003010,
22227609,3003014,3003010,
22227619,3003015,3003015,3000237
22227619,3003016,3003015,
22227619,3003017,3003015,
22227619,3003018,3003015,
22227619,3003019,3003015,
22227643,3003020,3000001,
22227643,3003021,3000001,
22227703,3003022,3003022,3002968
22227703,3003023,3003022,
22227704,3003024,3000319,
22227704,3003025,3000319,
22227704,3003026,3000319,
22227704,3003027,3000319,
22227705,3003028,3000318,
22227705,3003029,3000318,
22227711,3003030,3003030,3002959
22227711,3003031,3003030,
22227711,3003032,3003030,
22227711,3003033,3003030,
22227711,3003034,3003030,
22227711,3003035,3003030,
22227711,3003036,3003030,
22227711,3003037,3003030,
22227713,3003038,3003038,3002959
22227713,3003039,3003038,
22227713,3003040,3003038,
22227713,3003041,3003038,
22227713,3003042,3003038,
22227713,3003043,3003038,
22227713,3003044,3003038,
22227713,3003045,3003038,
22227745,3003046,3003046,3001211
22227745,3003047,3003046,
22227745,3003048,3003046,
22227746,3003049,3000135,
22227746,3003050,3000135,
22227746,3003051,3000135,
22227746,3003052,3000135,
22227799,3003053,3003053,3000125
22227799,3003054,3003053,
22227799,3003055,3003053,
22227799,3003056,3003053,
22227799,3003057,3003053,
22227799,3003058,3003053,
22227799,3003059,3003053,
22227800,3003060,3003060,3000125
22227800,3003061,3003060,
22227800,3003062,3003060,
22227800,3003063,3003060,
22227800,3003064,3003060,
22227800,3003065,3003060,
22227800,3003066,3003060,
22227800,3003067,3003060,
22227801,3003068,3000197,
22227801,3003069,3000197,
22227801,3003070,3000197,
22227801,3003071,3000197,
22228002,3003072,3003072,3000125
22228002,3003073,3003072,
22228002,3003074,3003072,
22228002,3003075,3003072,
22228002,3003076,3003072,
22228002,3003077,3003072,
22228003,3003078,3000049,
22228003,3003079,3000049,
22228003,3003080,3000049,
22228003,3003081,3000049,
22228003,3003082,3000049,
22228003,3003083,3000049,
22228003,3003084,3000049,
22228003,3003085,3000049,
22228003,3003086,3000049,
22228004,3003087,3003087,3000125
22228004,3003088,3003087,
22228004,3003089,3003087,
22228004,3003090,3003087,
22228006,3003091,3003091,3003046
22228006,3003092,3003091,
22228006,3003093,3003091,
22228006,3003094,3003091,
22228006,3003095,3003091,
22228006,3003096,3003091,
22228021,3003097,3003097,3000221
22228021,3003098,3003097,
22228021,3003099,3003097,
22228021,3003100,3003097,
22228021,3003101,3003097,
22228021,3003102,3003097,
22228021,3003103,3003097,
22228021,3003104,3003097,
22228053,3003105,3003105,3000296
22228053,3003106,3003105,
22228053,3003107,3003105,
22228053,3003108,3003105,
22228053,3003109,3003105,
22228053,3003110,3003105,
22228053,3003111,3003105,
22228054,3003112,3000325,
22228054,3003113,3000325,
22228054,3003114,3000325,
22228054,3003115,3000325,
22228054,3003116,3000325,
22228055,3003117,3000326,
22228055,3003118,3000326,
22228055,3003119,3000326,
22228056,3003120,3000327,
22228059,3003121,3003121,3002539
22228059,3003122,3003121,
22228059,3003123,3003121,
22228059,3003124,3003121,
22228077,3003125,3003125,3003053
22228077,3003126,3003125,
22228077,3003127,3003125,
22228077,3003128,3003125,
22228077,3003129,3003125,
22228078,3003130,3000323,
22228078,3003131,3000323,
22228078,3003132,3000323,
22228078,3003133,3000323,
22228078,3003134,3000323,
22228078,3003135,3000323,
22228095,3003136,3000308,
22228095,3003137,3000308,
22228095,3003138,3000308,
22228119,3003139,3003139,3000049
22228119,3003140,3003139,
22228119,3003141,3003139,
22228119,3003142,3003139,
22228119,3003143,3003139,
22228119,3003144,3003139,
22228119,3003145,3003139,
22228120,3003146,3000330,
22228120,3003147,3000330,
22228120,3003148,3000330,
22228120,3003149,3000330,
22228121,3003150,3003150,3000049
22228121,3003151,3003150,
22228122,3003152,3000333,
22228122,3003153,3000333,
22228122,3003154,3000333,
22228122,3003155,3000333,
22228233,3003156,3000336,
22228233,3003157,3000336,
22228233,3003158,3000336,
22228233,3003159,3000336,
22228233,3003160,3000336,
22228234,3003161,3000337,
22228235,3003162,3003162,3003125
22228235,3003163,3003162,
22228235,3003164,3003162,
22228235,3003165,3003162,
22228235,3003166,3003162,
22228235,3003167,3003162,
22228235,3003168,3003162,
22228235,3003169,3003162,
22228235,3003170,3003162,
22228296,3003171,3000314,
22228296,3003172,3000314,
22228296,3003173,3000314,
22228297,3003174,3003174,3000311
22228297,3003175,3003174,
22228297,3003176,3003174,
22228299,3003177,3000313,
22228299,3003178,3000313,
22228299,3003179,3000313,
22228299,3003180,3000313,
22228299,3003181,3000313,
22228299,3003182,3000313,
22228300,3003183,3000334,
22228301,3003184,3003184,3000331
22228301,3003185,3003184,
22228302,3003186,3000335,
22228318,3003187,3000339,
22228318,3003188,3000339,
22228318,3003189,3000339,
22228318,3003190,3000339,
22228318,3003191,3000339,
22228318,3003192,3000339,
22228318,3003193,3000339,
22228319,3003194,3003194,3000221
22228319,3003195,3003194,
22228319,3003196,3003194,
22228319,3003197,3003194,
22228319,3003198,3003194,
22228319,3003199,3003194,
22228342,3003200,3000340,
22228342,3003201,3000340,
22228350,3003202,3003202,3000197
22228350,3003203,3003202,
22228350,3003204,3003202,
22228350,3003205,3003202,
22228350,3003206,3003202,
22228350,3003207,3003202,
22228350,3003208,3003202,
22228350,3003209,3003202,
22228350,3003210,3003202,
22228354,3003211,3003211,3000158
22228354,3003212,3003211,
22228363,3003213,3003213,3000334
22228363,3003214,3003213,
22228363,3003215,3003213,
22228364,3003216,3000338,
22228364,3003217,3000338,
22228364,3003218,3000338,
22228373,3003219,3003219,3003184
22228373,3003220,3003219,
22228373,3003221,3003219,
22228373,3003222,3003219,
22228373,3003223,3003219,
22228373,3003224,3003219,
22228441,3003225,3003225,3000291
22228441,3003226,3003225,
22228441,3003227,3003225,
22228493,3003228,3003228,3002317
22228493,3003229,3003228,
22228493,3003230,3003228,
22228498,3003231,3000341,
22228498,3003232,3000341,
22228498,3003233,3000341,
22228498,3003234,3000341,
22228498,3003235,3000341,
22228498,3003236,3000341,
22228498,3003237,3000341,
22228513,3003238,3003238,3000287
22228513,3003239,3003238,
22228513,3003240,3003238,
22228513,3003241,3003238,
22228513,3003242,3003238,
22228514,3003243,3003243,3000287
22228515,3003244,3003244,3000287
22228515,3003245,3003244,
22228515,3003246,3003244,
22228515,3003247,3003244,
22228547,3003248,3003248,3000333
22228547,3003249,3003248,
22228547,3003250,3003248,
22228547,3003251,3003248,
22228547,3003252,3003248,
22228547,3003253,3003248,
22228548,3003254,3003254,3000333
22228548,3003255,3003254,
22228548,3003256,3003254,
22228548,3003257,3003254,
22228548,3003258,3003254,
22228550,3003259,3003259,3000333
22228550,3003260,3003259,
22228550,3003261,3003259,
22228550,3003262,3003259,
22228550,3003263,3003259,
22228550,3003264,3003259,
22228550,3003265,3003259,
22228551,3003266,3003266,3000333
22228551,3003267,3003266,
22228551,3003268,3003266,
22228571,3003269,3003269,3002590
22228571,3003270,3003269,
22228571,3003271,3003269,
22228571,3003272,3003269,
22228572,3003273,3003273,3002590
22228572,3003274,3003273,
22228572,3003275,3003273,
22228572,3003276,3003273,
22228572,3003277,3003273,
22228572,3003278,3003273,
22228572,3003279,3003273,
22228572,3003280,3003273,
22228572,3003281,3003273,
